Code,Year,SUBJECT,MEASURE,Value,Value_kg,Value_tonnes,Entity,GDP per capita
CHN,2000,PIG,THND_TONNE,39686.12119,39686121.19,39686.12119,China,2936.287745
CHN,2000,BEEF,KG_CAP,2.716063453,2.716063453,0.002716063453,China,2936.287745
CHN,2000,SHEEP,KG_CAP,1.826541249,1.826541249,0.001826541249,China,2936.287745
CHN,2000,SHEEP,THND_TONNE,2663.427102,2663427.102,2663.427102,China,2936.287745
CHN,2001,POULTRY,THND_TONNE,11942.09434,11942094.34,11942.09434,China,3227.419438
CHN,2001,SHEEP,THND_TONNE,2704.650002,2704650.002,2704.650002,China,3227.419438
CHN,2001,POULTRY,KG_CAP,8.140627881,8.140627881,0.008140627881,China,3227.419438
CHN,2001,SHEEP,KG_CAP,1.843692454,1.843692454,0.001843692454,China,3227.419438
CHN,2001,PIG,THND_TONNE,40418.46885,40418468.85,40418.46885,China,3227.419438
CHN,2001,PIG,KG_CAP,24.42132331,24.42132331,0.02442132331,China,3227.419438
CHN,2001,BEEF,KG_CAP,2.748603283,2.748603283,0.002748603283,China,3227.419438
CHN,2001,BEEF,THND_TONNE,5068.964944,5068964.944,5068.964944,China,3227.419438
CHN,2002,SHEEP,KG_CAP,1.917743796,1.917743796,0.001917743796,China,3553.923793
CHN,2002,POULTRY,THND_TONNE,12060.98173,12060981.73,12060.98173,China,3553.923793
CHN,2002,POULTRY,KG_CAP,8.172865589,8.172865589,0.008172865589,China,3553.923793
CHN,2002,SHEEP,THND_TONNE,2830.081155,2830081.155,2830.081155,China,3553.923793
CHN,2002,PIG,KG_CAP,24.69512017,24.69512017,0.02469512017,China,3553.923793
CHN,2002,BEEF,KG_CAP,2.814550835,2.814550835,0.002814550835,China,3553.923793
CHN,2002,BEEF,THND_TONNE,5221.581155,5221581.155,5221.581155,China,3553.923793
CHN,2002,PIG,THND_TONNE,41115.68369,41115683.69,41115.68369,China,3553.923793
CHN,2003,POULTRY,KG_CAP,8.494343655,8.494343655,0.008494343655,China,3958.471977
CHN,2003,POULTRY,THND_TONNE,12609.69785,12609697.85,12609.69785,China,3958.471977
CHN,2003,BEEF,KG_CAP,2.896871781,2.896871781,0.002896871781,China,3958.471977
CHN,2003,PIG,THND_TONNE,42155.18369,42155183.69,42155.18369,China,3958.471977
CHN,2003,PIG,KG_CAP,25.17028097,25.17028097,0.02517028097,China,3958.471977
CHN,2003,SHEEP,THND_TONNE,3067.8751,3067875.1,3067.8751,China,3958.471977
CHN,2003,SHEEP,KG_CAP,2.066630437,2.066630437,0.002066630437,China,3958.471977
CHN,2003,BEEF,THND_TONNE,5406.158303,5406158.303,5406.158303,China,3958.471977
CHN,2004,SHEEP,THND_TONNE,3291.055032,3291055.032,3291.055032,China,4449.561919
CHN,2004,POULTRY,KG_CAP,8.338817316,8.338817316,0.008338817316,China,4449.561919
CHN,2004,POULTRY,THND_TONNE,12451.44126,12451441.26,12451.44126,China,4449.561919
CHN,2004,SHEEP,KG_CAP,2.204042577,2.204042577,0.002204042577,China,4449.561919
CHN,2004,PIG,KG_CAP,25.49668697,25.49668697,0.02549668697,China,4449.561919
CHN,2004,PIG,THND_TONNE,42952.35557,42952355.57,42952.35557,China,4449.561919
CHN,2004,BEEF,KG_CAP,2.960323137,2.960323137,0.002960323137,China,4449.561919
CHN,2004,BEEF,THND_TONNE,5556.981057,5556981.057,5556.981057,China,4449.561919
CHN,2005,POULTRY,KG_CAP,8.918994903,8.918994903,0.008918994903,China,5081.049041
CHN,2005,POULTRY,THND_TONNE,13394.94679,13394946.79,13394.94679,China,5081.049041
CHN,2005,BEEF,THND_TONNE,5596.954202,5596954.202,5596.954202,China,5081.049041
CHN,2005,SHEEP,KG_CAP,2.304711525,2.304711525,0.002304711525,China,5081.049041
CHN,2005,BEEF,KG_CAP,2.964435765,2.964435765,0.002964435765,China,5081.049041
CHN,2005,SHEEP,THND_TONNE,3461.319192,3461319.192,3461.319192,China,5081.049041
CHN,2005,PIG,KG_CAP,26.60779936,26.60779936,0.02660779936,China,5081.049041
CHN,2005,PIG,THND_TONNE,45083.96494,45083964.94,45083.96494,China,5081.049041
CHN,2006,POULTRY,THND_TONNE,13832.56083,13832560.83,13832.56083,China,5867.796877
CHN,2006,PIG,KG_CAP,27.07909744,27.07909744,0.02707909744,China,5867.796877
CHN,2006,SHEEP,THND_TONNE,3594.509133,3594509.133,3594.509133,China,5867.796877
CHN,2006,PIG,THND_TONNE,46145.8751,46145875.1,46145.8751,China,5867.796877
CHN,2006,BEEF,KG_CAP,2.980267125,2.980267125,0.002980267125,China,5867.796877
CHN,2006,POULTRY,KG_CAP,9.157816919,9.157816919,0.009157816919,China,5867.796877
CHN,2006,SHEEP,KG_CAP,2.379736982,2.379736982,0.002379736982,China,5867.796877
CHN,2006,BEEF,THND_TONNE,5659.140237,5659140.237,5659.140237,China,5867.796877
CHN,2007,POULTRY,THND_TONNE,14923.56788,14923567.88,14923.56788,China,6847.069623
CHN,2007,SHEEP,KG_CAP,2.502642733,2.502642733,0.002502642733,China,6847.069623
CHN,2007,POULTRY,KG_CAP,9.82400865,9.82400865,0.00982400865,China,6847.069623
CHN,2007,PIG,THND_TONNE,42750.72276,42750722.76,42750.72276,China,6847.069623
CHN,2007,BEEF,KG_CAP,3.154823134,3.154823134,0.003154823134,China,6847.069623
CHN,2007,BEEF,THND_TONNE,6024.813088,6024813.088,6024.813088,China,6847.069623
CHN,2007,PIG,KG_CAP,24.94430814,24.94430814,0.02494430814,China,6847.069623
CHN,2007,SHEEP,THND_TONNE,3801.743264,3801743.264,3801.743264,China,6847.069623
CHN,2008,POULTRY,KG_CAP,10.42196704,10.42196704,0.01042196704,China,7615.029533
CHN,2008,PIG,KG_CAP,26.99803461,26.99803461,0.02699803461,China,7615.029533
CHN,2008,BEEF,KG_CAP,3.153223307,3.153223307,0.003153223307,China,7615.029533
CHN,2008,BEEF,THND_TONNE,6056.059182,6056059.182,6056.059182,China,7615.029533
CHN,2008,PIG,THND_TONNE,46534.0626,46534062.6,46534.0626,China,7615.029533
CHN,2008,SHEEP,THND_TONNE,3792.314065,3792314.065,3792.314065,China,7615.029533
CHN,2008,POULTRY,THND_TONNE,15922.10362,15922103.62,15922.10362,China,7615.029533
CHN,2008,SHEEP,KG_CAP,2.482295879,2.482295879,0.002482295879,China,7615.029533
CHN,2009,PIG,KG_CAP,28.41689146,28.41689146,0.02841689146,China,8352.689933
CHN,2009,POULTRY,THND_TONNE,16444.37577,16444375.77,16444.37577,China,8352.689933
CHN,2009,SHEEP,KG_CAP,2.537895677,2.537895677,0.002537895677,China,8352.689933
CHN,2009,BEEF,KG_CAP,3.219773529,3.219773529,0.003219773529,China,8352.689933
CHN,2009,POULTRY,KG_CAP,10.70290082,10.70290082,0.01070290082,China,8352.689933
CHN,2009,BEEF,THND_TONNE,6219.075784,6219075.784,6219.075784,China,8352.689933
CHN,2009,PIG,THND_TONNE,49258.42588,49258425.88,49258.42588,China,8352.689933
CHN,2009,SHEEP,THND_TONNE,3899.327004,3899327.004,3899.327004,China,8352.689933
CHN,2010,POULTRY,KG_CAP,10.84352413,10.84352413,0.01084352413,China,9303.7337
CHN,2010,SHEEP,THND_TONNE,4036.742043,4036742.043,4036.742043,China,9303.7337
CHN,2010,POULTRY,THND_TONNE,16755.15598,16755155.98,16755.15598,China,9303.7337
CHN,2010,SHEEP,KG_CAP,2.612479992,2.612479992,0.002612479992,China,9303.7337
CHN,2010,BEEF,KG_CAP,3.214089454,3.214089454,0.003214089454,China,9303.7337
CHN,2010,PIG,KG_CAP,29.50671233,29.50671233,0.02950671233,China,9303.7337
CHN,2010,BEEF,THND_TONNE,6243.39219,6243392.19,6243.39219,China,9303.7337
CHN,2010,PIG,THND_TONNE,51438.33672,51438336.72,51438.33672,China,9303.7337
CHN,2011,BEEF,KG_CAP,3.099228895,3.099228895,0.003099228895,China,10355.49571
CHN,2011,POULTRY,KG_CAP,10.99670246,10.99670246,0.01099670246,China,10355.49571
CHN,2011,SHEEP,KG_CAP,2.577665651,2.577665651,0.002577665651,China,10355.49571
CHN,2011,BEEF,THND_TONNE,6054.477639,6054477.639,6054.477639,China,10355.49571
CHN,2011,PIG,KG_CAP,29.50664377,29.50664377,0.02950664377,China,10355.49571
CHN,2011,POULTRY,THND_TONNE,17088.37907,17088379.07,17088.37907,China,10355.49571
CHN,2011,SHEEP,THND_TONNE,4005.576028,4005576.028,4005.576028,China,10355.49571
CHN,2011,PIG,THND_TONNE,51730.45258,51730452.58,51730.45258,China,10355.49571
CHN,2012,BEEF,KG_CAP,3.131559455,3.131559455,0.003131559455,China,11328.28171
CHN,2012,PIG,THND_TONNE,54791.48514,54791485.14,54791.48514,China,11328.28171
CHN,2012,SHEEP,KG_CAP,2.642111848,2.642111848,0.002642111848,China,11328.28171
CHN,2012,SHEEP,THND_TONNE,4128.896096,4128896.096,4128.896096,China,11328.28171
CHN,2012,BEEF,THND_TONNE,6152.166055,6152166.055,6152.166055,China,11328.28171
CHN,2012,PIG,KG_CAP,31.0772261,31.0772261,0.0310772261,China,11328.28171
CHN,2012,POULTRY,KG_CAP,11.59493818,11.59493818,0.01159493818,China,11328.28171
CHN,2012,POULTRY,THND_TONNE,18119.70792,18119707.92,18119.70792,China,11328.28171
CHN,2013,SHEEP,THND_TONNE,4336.907815,4336907.815,4336.907815,China,12361.39797
CHN,2013,SHEEP,KG_CAP,2.759978024,2.759978024,0.002759978024,China,12361.39797
CHN,2013,PIG,KG_CAP,31.97672365,31.97672365,0.03197672365,China,12361.39797
CHN,2013,BEEF,KG_CAP,3.259485464,3.259485464,0.003259485464,China,12361.39797
CHN,2013,PIG,THND_TONNE,56688.71334,56688713.34,56688.71334,China,12361.39797
CHN,2013,BEEF,THND_TONNE,6438.849107,6438849.107,6438.849107,China,12361.39797
CHN,2013,POULTRY,KG_CAP,11.7126486,11.7126486,0.0117126486,China,12361.39797
CHN,2013,POULTRY,THND_TONNE,18404.73975,18404739.75,18404.73975,China,12361.39797
CHN,2014,SHEEP,KG_CAP,2.887024413,2.887024413,0.002887024413,China,13446.40239
CHN,2014,POULTRY,THND_TONNE,17521.79725,17521797.25,17521.79725,China,13446.40239
CHN,2014,BEEF,KG_CAP,3.25314941,3.25314941,0.00325314941,China,13446.40239
CHN,2014,PIG,KG_CAP,32.92550316,32.92550316,0.03292550316,China,13446.40239
CHN,2014,POULTRY,KG_CAP,11.0920555,11.0920555,0.0110920555,China,13446.40239
CHN,2014,PIG,THND_TONNE,58679.59485,58679594.85,58679.59485,China,13446.40239
CHN,2014,BEEF,THND_TONNE,6460.338269,6460338.269,6460.338269,China,13446.40239
CHN,2014,SHEEP,THND_TONNE,4560.54844,4560548.44,4560.54844,China,13446.40239
CHN,2015,POULTRY,KG_CAP,10.8728398,10.8728398,0.0108728398,China,14454.99797
CHN,2015,BEEF,THND_TONNE,6708.260903,6708260.903,6708.260903,China,14454.99797
CHN,2015,SHEEP,THND_TONNE,4629.798928,4629798.928,4629.798928,China,14454.99797
CHN,2015,PIG,KG_CAP,32.10317515,32.10317515,0.03210317515,China,14454.99797
CHN,2015,SHEEP,KG_CAP,2.916349167,2.916349167,0.002916349167,China,14454.99797
CHN,2015,BEEF,KG_CAP,3.361264608,3.361264608,0.003361264608,China,14454.99797
CHN,2015,PIG,THND_TONNE,57498.78504,57498785.04,57498.78504,China,14454.99797
CHN,2015,POULTRY,THND_TONNE,17260.98597,17260985.97,17260.98597,China,14454.99797
CHN,2016,BEEF,THND_TONNE,6856.248019,6856248.019,6856.248019,China,15513.27304
CHN,2016,BEEF,KG_CAP,3.419574183,3.419574183,0.003419574183,China,15513.27304
CHN,2016,SHEEP,THND_TONNE,4812.927346,4812927.346,4812.927346,China,15513.27304
CHN,2016,PIG,KG_CAP,31.20221434,31.20221434,0.03120221434,China,15513.27304
CHN,2016,POULTRY,KG_CAP,11.59559099,11.59559099,0.01159559099,China,15513.27304
CHN,2016,POULTRY,THND_TONNE,18493.65476,18493654.76,18493.65476,China,15513.27304
CHN,2016,SHEEP,KG_CAP,3.017723522,3.017723522,0.003017723522,China,15513.27304
CHN,2016,PIG,THND_TONNE,56143.99899,56143998.99,56143.99899,China,15513.27304
CHN,2017,PIG,KG_CAP,30.92140882,30.92140882,0.03092140882,China,16782.20776
CHN,2017,BEEF,THND_TONNE,7173.913094,7173913.094,7173.913094,China,16782.20776
CHN,2017,SHEEP,KG_CAP,3.073896197,3.073896197,0.003073896197,China,16782.20776
CHN,2017,SHEEP,THND_TONNE,4923.53428,4923534.28,4923.53428,China,16782.20776
CHN,2017,POULTRY,THND_TONNE,18270.13514,18270135.14,18270.13514,China,16782.20776
CHN,2017,POULTRY,KG_CAP,11.40654167,11.40654167,0.01140654167,China,16782.20776
CHN,2017,PIG,THND_TONNE,55877.26113,55877261.13,55877.26113,China,16782.20776
CHN,2017,BEEF,KG_CAP,3.562736563,3.562736563,0.003562736563,China,16782.20776
CHN,2018,POULTRY,KG_CAP,11.55491023,11.55491023,0.01155491023,China,18236.61298
CHN,2018,POULTRY,THND_TONNE,18580.37348,18580373.48,18580.37348,China,18236.61298
CHN,2018,BEEF,THND_TONNE,7688.76018,7688760.18,7688.76018,China,18236.61298
CHN,2018,SHEEP,KG_CAP,3.139997001,3.139997001,0.003139997001,China,18236.61298
CHN,2018,SHEEP,THND_TONNE,5049.13633,5049136.33,5049.13633,China,18236.61298
CHN,2018,PIG,THND_TONNE,55218.90952,55218909.52,55218.90952,China,18236.61298
CHN,2018,PIG,KG_CAP,30.43770423,30.43770423,0.03043770423,China,18236.61298
CHN,2018,BEEF,KG_CAP,3.80350349,3.80350349,0.00380350349,China,18236.61298
CHN,2019,BEEF,THND_TONNE,7723.21928,7723219.28,7723.21928,China,
CHN,2019,SHEEP,THND_TONNE,5126.507542,5126507.542,5126.507542,China,
CHN,2019,PIG,KG_CAP,29.25048596,29.25048596,0.02925048596,China,
CHN,2019,POULTRY,KG_CAP,12.1347009,12.1347009,0.0121347009,China,
CHN,2019,POULTRY,THND_TONNE,19581.84988,19581849.88,19581.84988,China,
CHN,2019,SHEEP,KG_CAP,3.176851832,3.176851832,0.003176851832,China,
CHN,2019,BEEF,KG_CAP,3.807054489,3.807054489,0.003807054489,China,
CHN,2019,PIG,THND_TONNE,53253.21056,53253210.56,53253.21056,China,
COL,1990,POULTRY,KG_CAP,7.666257655,7.666257655,0.007666257655,Colombia,5015.546448
COL,1990,PIG,KG_CAP,3.047029732,3.047029732,0.003047029732,Colombia,5015.546448
COL,1990,SHEEP,THND_TONNE,12.19509969,12195.09969,12.19509969,Colombia,5015.546448
COL,1990,BEEF,KG_CAP,15.01101697,15.01101697,0.01501101697,Colombia,5015.546448
COL,1990,SHEEP,KG_CAP,0.313136774,0.313136774,0.000313136774,Colombia,5015.546448
COL,1990,PIG,THND_TONNE,133.8801049,133880.1049,133.8801049,Colombia,5015.546448
COL,1990,POULTRY,THND_TONNE,298.5621117,298562.1117,298.5621117,Colombia,5015.546448
COL,1990,BEEF,THND_TONNE,734.9300927,734930.0927,734.9300927,Colombia,5015.546448
COL,1991,PIG,KG_CAP,2.989028245,2.989028245,0.002989028245,Colombia,5186.207756
COL,1991,PIG,THND_TONNE,133.8041009,133804.1009,133.8041009,Colombia,5186.207756
COL,1991,BEEF,KG_CAP,13.55894731,13.55894731,0.01355894731,Colombia,5186.207756
COL,1991,POULTRY,THND_TONNE,388.335122,388335.122,388.335122,Colombia,5186.207756
COL,1991,BEEF,THND_TONNE,676.335122,676335.122,676.335122,Colombia,5186.207756
COL,1991,SHEEP,KG_CAP,0.290691539,0.290691539,0.000290691539,Colombia,5186.207756
COL,1991,POULTRY,KG_CAP,9.787129513,9.787129513,0.009787129513,Colombia,5186.207756
COL,1991,SHEEP,THND_TONNE,11.5341004,11534.1004,11.5341004,Colombia,5186.207756
COL,1992,PIG,KG_CAP,2.969837273,2.969837273,0.002969837273,Colombia,5412.45975
COL,1992,PIG,THND_TONNE,135.3891076,135389.1076,135.3891076,Colombia,5412.45975
COL,1992,POULTRY,THND_TONNE,415.9711083,415971.1083,415.9711083,Colombia,5412.45975
COL,1992,POULTRY,KG_CAP,10.29437927,10.29437927,0.01029437927,Colombia,5412.45975
COL,1992,BEEF,THND_TONNE,587.0241479,587024.1479,587.0241479,Colombia,5412.45975
COL,1992,SHEEP,KG_CAP,0.304623426,0.304623426,0.000304623426,Colombia,5412.45975
COL,1992,SHEEP,THND_TONNE,12.30910002,12309.10002,12.30910002,Colombia,5412.45975
COL,1992,BEEF,KG_CAP,11.55602126,11.55602126,0.01155602126,Colombia,5412.45975
COL,1993,PIG,THND_TONNE,135.0750969,135075.0969,135.0750969,Colombia,5727.814571
COL,1993,SHEEP,KG_CAP,0.319130098,0.319130098,0.000319130098,Colombia,5727.814571
COL,1993,POULTRY,KG_CAP,11.08624908,11.08624908,0.01108624908,Colombia,5727.814571
COL,1993,PIG,KG_CAP,2.910846434,2.910846434,0.002910846434,Colombia,5727.814571
COL,1993,POULTRY,THND_TONNE,455.9870995,455987.0995,455.9870995,Colombia,5727.814571
COL,1993,SHEEP,THND_TONNE,13.12609945,13126.09945,13.12609945,Colombia,5727.814571
COL,1993,BEEF,THND_TONNE,601.2180565,601218.0565,601.2180565,Colombia,5727.814571
COL,1993,BEEF,KG_CAP,11.62731556,11.62731556,0.01162731556,Colombia,5727.814571
COL,1994,PIG,THND_TONNE,136.1620873,136162.0873,136.1620873,Colombia,6074.702868
COL,1994,POULTRY,KG_CAP,12.22934624,12.22934624,0.01222934624,Colombia,6074.702868
COL,1994,POULTRY,THND_TONNE,511.7360924,511736.0924,511.7360924,Colombia,6074.702868
COL,1994,BEEF,THND_TONNE,648.0470971,648047.0971,648.0470971,Colombia,6074.702868
COL,1994,PIG,KG_CAP,2.884199674,2.884199674,0.002884199674,Colombia,6074.702868
COL,1994,BEEF,KG_CAP,12.31910424,12.31910424,0.01231910424,Colombia,6074.702868
COL,1994,SHEEP,KG_CAP,0.313469297,0.313469297,0.000313469297,Colombia,6074.702868
COL,1994,SHEEP,THND_TONNE,13.11709963,13117.09963,13.11709963,Colombia,6074.702868
COL,1995,BEEF,THND_TONNE,702.2601098,702260.1098,702.2601098,Colombia,6406.061853
COL,1995,POULTRY,THND_TONNE,570.0201195,570020.1195,570.0201195,Colombia,6406.061853
COL,1995,PIG,KG_CAP,2.89547402,2.89547402,0.00289547402,Colombia,6406.061853
COL,1995,SHEEP,THND_TONNE,13.27909933,13279.09933,13.27909933,Colombia,6406.061853
COL,1995,POULTRY,KG_CAP,13.39720152,13.39720152,0.01339720152,Colombia,6406.061853
COL,1995,BEEF,KG_CAP,13.12917004,13.12917004,0.01312917004,Colombia,6406.061853
COL,1995,SHEEP,KG_CAP,0.312099106,0.312099106,0.000312099106,Colombia,6406.061853
COL,1995,PIG,THND_TONNE,138.9900902,138990.0902,138.9900902,Colombia,6406.061853
COL,1996,BEEF,KG_CAP,13.46144244,13.46144244,0.01346144244,Colombia,6539.866367
COL,1996,POULTRY,THND_TONNE,489.0621117,489062.1117,489.0621117,Colombia,6539.866367
COL,1996,POULTRY,KG_CAP,11.31105197,11.31105197,0.01131105197,Colombia,6539.866367
COL,1996,SHEEP,THND_TONNE,12.05109964,12051.09964,12.05109964,Colombia,6539.866367
COL,1996,BEEF,THND_TONNE,731.7070702,731707.0702,731.7070702,Colombia,6539.866367
COL,1996,PIG,KG_CAP,2.719308445,2.719308445,0.002719308445,Colombia,6539.866367
COL,1996,SHEEP,KG_CAP,0.27871841,0.27871841,0.00027871841,Colombia,6539.866367
COL,1996,PIG,THND_TONNE,132.6500939,132650.0939,132.6500939,Colombia,6539.866367
COL,1997,POULTRY,THND_TONNE,459.6790856,459679.0856,459.6790856,Colombia,6762.755772
COL,1997,PIG,KG_CAP,2.173180767,2.173180767,0.002173180767,Colombia,6762.755772
COL,1997,BEEF,THND_TONNE,764.8810814,764881.0814,764.8810814,Colombia,6762.755772
COL,1997,SHEEP,THND_TONNE,13.05010114,13050.10114,13.05010114,Colombia,6762.755772
COL,1997,BEEF,KG_CAP,13.85460149,13.85460149,0.01385460149,Colombia,6762.755772
COL,1997,POULTRY,KG_CAP,10.46741628,10.46741628,0.01046741628,Colombia,6762.755772
COL,1997,SHEEP,KG_CAP,0.297165665,0.297165665,0.000297165665,Colombia,6762.755772
COL,1997,PIG,THND_TONNE,107.6711052,107671.1052,107.6711052,Colombia,6762.755772
COL,1998,SHEEP,KG_CAP,0.27146635,0.27146635,0.00027146635,Colombia,6763.010234
COL,1998,POULTRY,KG_CAP,11.91268561,11.91268561,0.01191268561,Colombia,6763.010234
COL,1998,SHEEP,THND_TONNE,12.10309969,12103.09969,12.10309969,Colombia,6763.010234
COL,1998,PIG,THND_TONNE,82.37809835,82378.09835,82.37809835,Colombia,6763.010234
COL,1998,PIG,KG_CAP,1.637732945,1.637732945,0.001637732945,Colombia,6763.010234
COL,1998,POULTRY,THND_TONNE,531.1171044,531117.1044,531.1171044,Colombia,6763.010234
COL,1998,BEEF,KG_CAP,13.65601053,13.65601053,0.01365601053,Colombia,6763.010234
COL,1998,BEEF,THND_TONNE,765.401101,765401.101,765.401101,Colombia,6763.010234
COL,1999,SHEEP,THND_TONNE,11.77910028,11779.10028,11.77910028,Colombia,6465.193665
COL,1999,POULTRY,KG_CAP,11.54122863,11.54122863,0.01154122863,Colombia,6465.193665
COL,1999,SHEEP,KG_CAP,0.260316333,0.260316333,0.000260316333,Colombia,6465.193665
COL,1999,POULTRY,THND_TONNE,522.2311181,522231.1181,522.2311181,Colombia,6465.193665
COL,1999,BEEF,KG_CAP,12.60167266,12.60167266,0.01260167266,Colombia,6465.193665
COL,1999,PIG,KG_CAP,2.223022715,2.223022715,0.002223022715,Colombia,6465.193665
COL,1999,BEEF,THND_TONNE,716.842141,716842.141,716.842141,Colombia,6465.193665
COL,1999,PIG,THND_TONNE,113.4861001,113486.1001,113.4861001,Colombia,6465.193665
COL,2000,SHEEP,THND_TONNE,13.32610117,13326.10117,13.32610117,Colombia,6694.81285
COL,2000,SHEEP,KG_CAP,0.290243082,0.290243082,0.000290243082,Colombia,6694.81285
COL,2000,POULTRY,THND_TONNE,537.0491112,537049.1112,537.0491112,Colombia,6694.81285
COL,2000,POULTRY,KG_CAP,11.69695378,11.69695378,0.01169695378,Colombia,6694.81285
COL,2000,PIG,THND_TONNE,110.3290948,110329.0948,110.3290948,Colombia,6694.81285
COL,2000,BEEF,THND_TONNE,745.9070824,745907.0824,745.9070824,Colombia,6694.81285
COL,2000,BEEF,KG_CAP,12.92286687,12.92286687,0.01292286687,Colombia,6694.81285
COL,2000,PIG,KG_CAP,2.129907569,2.129907569,0.002129907569,Colombia,6694.81285
COL,2001,BEEF,THND_TONNE,698.4491356,698449.1356,698.4491356,Colombia,6848.278541
COL,2001,BEEF,KG_CAP,11.92796766,11.92796766,0.01192796766,Colombia,6848.278541
COL,2001,POULTRY,KG_CAP,13.60934101,13.60934101,0.01360934101,Colombia,6848.278541
COL,2001,POULTRY,THND_TONNE,633.9000634,633900.0634,633.9000634,Colombia,6848.278541
COL,2001,SHEEP,KG_CAP,0.279037636,0.279037636,0.000279037636,Colombia,6848.278541
COL,2001,SHEEP,THND_TONNE,12.99710069,12997.10069,12.99710069,Colombia,6848.278541
COL,2001,PIG,THND_TONNE,103.8561028,103856.1028,103.8561028,Colombia,6848.278541
COL,2001,PIG,KG_CAP,1.976333596,1.976333596,0.001976333596,Colombia,6848.278541
COL,2002,POULTRY,KG_CAP,14.48337926,14.48337926,0.01448337926,Colombia,7022.739601
COL,2002,BEEF,KG_CAP,11.36557208,11.36557208,0.01136557208,Colombia,7022.739601
COL,2002,SHEEP,KG_CAP,0.257974609,0.257974609,0.000257974609,Colombia,7022.739601
COL,2002,BEEF,THND_TONNE,674.993081,674993.081,674.993081,Colombia,7022.739601
COL,2002,POULTRY,THND_TONNE,684.2161034,684216.1034,684.2161034,Colombia,7022.739601
COL,2002,PIG,KG_CAP,2.127095959,2.127095959,0.002127095959,Colombia,7022.739601
COL,2002,PIG,THND_TONNE,113.3701027,113370.1027,113.3701027,Colombia,7022.739601
COL,2002,SHEEP,THND_TONNE,12.18709932,12187.09932,12.18709932,Colombia,7022.739601
COL,2003,BEEF,THND_TONNE,638.3901146,638390.1146,638.3901146,Colombia,7324.400853
COL,2003,PIG,KG_CAP,2.343583274,2.343583274,0.002343583274,Colombia,7324.400853
COL,2003,BEEF,KG_CAP,10.60142971,10.60142971,0.01060142971,Colombia,7324.400853
COL,2003,POULTRY,KG_CAP,14.82122255,14.82122255,0.01482122255,Colombia,7324.400853
COL,2003,POULTRY,THND_TONNE,709.9391259,709939.1259,709.9391259,Colombia,7324.400853
COL,2003,PIG,THND_TONNE,126.6501015,126650.1015,126.6501015,Colombia,7324.400853
COL,2003,SHEEP,THND_TONNE,12.31509958,12315.09958,12.31509958,Colombia,7324.400853
COL,2003,SHEEP,KG_CAP,0.257099271,0.257099271,0.000257099271,Colombia,7324.400853
COL,2004,PIG,KG_CAP,2.408491708,2.408491708,0.002408491708,Colombia,7811.230086
COL,2004,POULTRY,KG_CAP,15.01240539,15.01240539,0.01501240539,Colombia,7811.230086
COL,2004,SHEEP,KG_CAP,0.248899159,0.248899159,0.000248899159,Colombia,7811.230086
COL,2004,BEEF,KG_CAP,11.54848301,11.54848301,0.01154848301,Colombia,7811.230086
COL,2004,SHEEP,THND_TONNE,12.08410059,12084.10059,12.08410059,Colombia,7811.230086
COL,2004,POULTRY,THND_TONNE,728.8550805,728855.0805,728.8550805,Colombia,7811.230086
COL,2004,PIG,THND_TONNE,131.924096,131924.096,131.924096,Colombia,7811.230086
COL,2004,BEEF,THND_TONNE,704.8561181,704856.1181,704.8561181,Colombia,7811.230086
COL,2005,POULTRY,THND_TONNE,794.4210595,794421.0595,794.4210595,Colombia,8320.569299
COL,2005,PIG,KG_CAP,2.359699258,2.359699258,0.002359699258,Colombia,8320.569299
COL,2005,BEEF,THND_TONNE,782.8531273,782853.1273,782.8531273,Colombia,8320.569299
COL,2005,POULTRY,KG_CAP,16.15063676,16.15063676,0.01615063676,Colombia,8320.569299
COL,2005,SHEEP,KG_CAP,0.241970531,0.241970531,0.000241970531,Colombia,8320.569299
COL,2005,BEEF,KG_CAP,12.6600249,12.6600249,0.0126600249,Colombia,8320.569299
COL,2005,SHEEP,THND_TONNE,11.90209947,11902.09947,11.90209947,Colombia,8320.569299
COL,2005,PIG,THND_TONNE,130.9500969,130950.0969,130.9500969,Colombia,8320.569299
COL,2006,BEEF,THND_TONNE,804.9241112,804924.1112,804.9241112,Colombia,9036.314249
COL,2006,POULTRY,THND_TONNE,885.7311181,885731.1181,885.7311181,Colombia,9036.314249
COL,2006,BEEF,KG_CAP,12.85360076,12.85360076,0.01285360076,Colombia,9036.314249
COL,2006,POULTRY,KG_CAP,17.78100911,17.78100911,0.01778100911,Colombia,9036.314249
COL,2006,PIG,THND_TONNE,152.372094,152372.094,152.372094,Colombia,9036.314249
COL,2006,PIG,KG_CAP,2.711264378,2.711264378,0.002711264378,Colombia,9036.314249
COL,2006,SHEEP,THND_TONNE,11.66710077,11667.10077,11.66710077,Colombia,9036.314249
COL,2006,SHEEP,KG_CAP,0.23421648,0.23421648,0.00023421648,Colombia,9036.314249
COL,2007,POULTRY,KG_CAP,19.13268648,19.13268648,0.01913268648,Colombia,9792.902952
COL,2007,POULTRY,THND_TONNE,964.7781151,964778.1151,964.7781151,Colombia,9792.902952
COL,2007,BEEF,KG_CAP,12.24162526,12.24162526,0.01224162526,Colombia,9792.902952
COL,2007,SHEEP,THND_TONNE,11.56309973,11563.09973,11.56309973,Colombia,9792.902952
